accident_id,date,time,am_pm,location,description,autonomous_mode,vehicle_1_make,vehicle_1_model,vehicle_1_year,vehicle_1_moving,vehicle_2_make,vehicle_2_model,vehicle_2_year,vehicle_2_moving,weather_conditions,road_conditions,lighting_conditions,roadway_surface,associated_factors,impact_points,vehicle_damage,Ground_Truth
72,1/22/2021,10:54,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling eastbound on Precita Avenue and yielding to traffic while preparing to merge onto Cesar Chavez in San Francisco when it was involved in a collision. While in autonomous mode, the Waymo AV had come to a complete stop at the stop sign at Precita Avenue at Cesar Chavez. As the Waymo AV proceeded slowly in preparation to merge, the Waymo AV test driver disengaged autonomous mode and manually stopped the Waymo AV. A passenger vehicle behind the Waymo AV then made contact with the stationary Waymo AV’s rear bumper at approximately 7 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported.",No,Chrysler,Pacifica,2017,No,,Volvo 12S,1985,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_b_1, roadway_b_2",Not specified,"left_rear_1, rear_bumper",MINOR,
73,2/16/2021,5:50,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling westbound on 16th Street at Market Street in San Francisco when it was involved in a collision. While in autonomous mode, the Waymo AV was stopped at a red traffic light at the unprotected intersection of 16th Street and Market Street. After the traffic light turned green, the Waymo AV began to proceed and then came to a stop as it yielded to oncoming traffic also entering the intersection. A passenger vehicle behind the Waymo AV then made contact with the stationary Waymo AV’s rear bumper at approximately 5 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported.",Yes,Chrysler,Pacifica,2017,No,,Toyota Sienna,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_b_1, lighting_b_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, rear_bumper",MINOR,
74,2/17/2021,12:00,PM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling northbound on Shrader Street at Haight Street in San Francisco when it was involved in a collision. While in manual mode, the Waymo AV test driver stopped the Waymo AV at a 4-way stop sign intersection on Shrader Street at Haight Street, signaling to make a left turn. The Waymo AV test driver yielded to a passenger vehicle to their right (facing westbound on Haight Street), allowing the passenger vehicle to enter the intersection before the Waymo AV test driver began to slowly enter the intersection. When the passenger vehicle began to make a left turn in front of the Waymo AV from westbound Haight Street onto southbound Shrader Street, the Waymo AV test driver stopped the Waymo AV. A passenger vehicle behind the Waymo AV then made contact with the stationary Waymo AV’s rear bumper at approximately 7 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle left the scene without exchanging information. No injuries were reported.",No,Chrysler,Pacifica,2017,No,,Nissan Sentra,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_3,MINOR,
75,2/25/2021,4:06,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) test driver was parallel parking a Waymo AV in manual mode on 24th Street when a roof-mounted sensor on the Waymo AV made contact with a low-hanging tree branch. The Waymo AV’s sensor sustained minor damage. No injuries were reported.",No,Chrysler,Pacifica,2017,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,right_rear_3,MINOR,
76,2/25/2021,9:45,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Spruce Street approaching Euclid Avenue in San Francisco was involved in a collision. The Waymo AV had been traveling in autonomous mode on Spruce Street when the Waymo AV test driver disengaged autonomous mode. Approximately 6 seconds after the disengagement, the Waymo AV’s passenger side rearview mirror made contact with an unattended parked passenger vehicle’s driver side rearview mirror at approximately 15 MPH. The Waymo AV sustained minor damage to its passenger side rearview mirror, and the passenger vehicle sustained minor damage to its driver side rearview mirror. No injuries were reported. The Waymo AV test driver left insurance information with the parked vehicle.",No,Chrysler,Pacifica,2017,Yes,,Honda Civic,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,right_front_corner_2,MINOR,
77,3/19/2021,11:40,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Church Street at 21st Street in San Francisco was involved in a collision. While stopped in autonomous mode, the Waymo AV switched to reverse gear in preparation for making a multipoint turn, just as the test driver disengaged by applying the accelerator pedal. The Waymo AV made contact with a passenger vehicle behind it at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",No,Jaguar,I-Pace,2021,Yes,, Honda Civic,2016,No,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper",MINOR,
78,3/24/2021,7:45,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Lomita Avenue approaching Aloha Avenue in San Francisco was involved in a collision. While being driven in manual mode and approaching an oncoming passenger vehicle, the Waymo AV’s passenger side view mirror made contact with an unoccupied parked passenger vehicle’s driver side view mirror at approximately 17 MPH. The Waymo AV sustained minor damage to its passenger side view mirror, and the unoccupied passenger vehicle sustained minor damage to its driver side view mirror. No injuries were reported at the scene.",No,Chrysler,Pacifica,2017,Yes,,Ford F-250,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_passenger_side_4,MINOR,
79,3/30/2021,8:20,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling westbound on Filbert Street at Scott Street in San Francisco was involved in a collision. After coming to a complete stop in autonomous mode, the Waymo AV switched to reverse gear in preparation for making a multipoint turn. Within fractions of a second, the test driver applied the accelerator pedal to disengage autonomous mode. The Waymo AV made contact with a passenger vehicle that was stopped behind it at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",No,Jaguar,I-Pace,2021,Yes,,Honda Civic,2010,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, rear_bumper",MINOR,
80,3/31/2021,10:33,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound in manual mode on 9th Street approaching Howard Street in San Francisco was involved in a collision. The Waymo AV test driver was slowing for stopped traffic ahead when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 7 MPH. The Waymo AV was traveling at approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. The Waymo AV test driver and co-driver both sought medical attention at the scene and were transported to local hospitals.",No,Chrysler,Pacifica,2017,Yes,,Ford Transit,2015,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, left_rear_1, rear_bumper",MINOR,
81,4/4/2021,8:50,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Jones Street approaching Clay Street in San Francisco was involved in a collision. After the Waymo AV made a right turn from Pleasant Street in autonomous mode, the Waymo AV test driver disengaged autonomous mode to maneuver past an oncoming vehicle on Jones Street that was drifting toward the Waymo AV. While in manual mode, the Waymo AV’s passenger side view mirror then made contact with an unoccupied parked passenger vehicle’s driver side view mirror at approximately 6 MPH. The Waymo AV sustained minor damage to its passenger side view mirror. The unoccupied passenger vehicle’s driver-side mirror was cracked, but most or all of the damage appeared to have been pre-existing. No other damage was observed to the unoccupied passenger vehicle. No injuries were reported at the scene.",No,Chrysler,Pacifica,2017,Yes,,Honda CR-V,2016,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_passenger_side_4,MINOR,
82,4/17/2021,4:03,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling southbound on Harrison Street approaching Hawthorne Street in San Francisco was involved in a collision. While in manual mode, the Waymo AV’s test driver was braking for a red light at Hawthorne Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 12 MPH. The Waymo AV was traveling approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",No,Chrysler,Pacifica,2017,Yes,,Nissan Sentra,2010,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper",MINOR,
83,4/18/2021,4:00,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling southbound on Park Presidio Bypass approaching Crossover Drive in San Francisco was involved in a collision. While in autonomous mode, the Waymo AV was stationary in stop-and-go traffic when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 5 MPH. The Waymo AV was traveling 0 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",Yes,Chrysler,Pacifica,2017,No,,Dodge Ram,2019,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
84,6/2/2021,9:00,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling eastbound in reverse on Eugenia Avenue at Elsie Street in San Francisco was involved in a collision. While in manual mode, the Waymo AV test driver was backing up on a narrow street in order to make room for an oncoming passenger vehicle to pass. As the Waymo AV test driver reversed, the Waymo AV’s rear passenger’s side sensor housing came in contact with an unoccupied parked passenger vehicle’s driver’s side rear fender. The Waymo AV was traveling approximately 1 MPH. The Waymo AV sustained minor damage to its rear passenger’s side sensor housing, and the unoccupied parked passenger vehicle’s sustained minor damage to its driver’s side rear fender. No injuries were reported at the scene.",No,Jaguar,I-Pace,2021,Yes,,Ford Ranger,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_3,MINOR,
85,6/2/2021,9:10,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Buchanan Street toward Green Street in San Francisco was involved in a collision. While in manual mode and parked parallel to the curb on Buchanan Street, the Waymo AV test driver accelerated from the stationary position and made contact with an unoccupied parked passenger vehicle in front of it. The Waymo AV sustained moderate damage to its front bumper and grille, and the unoccupied parked passenger vehicle’s sustained moderate damage to rear bumper and trunk. No injuries were reported at the scene.",No,Jaguar,I-Pace,2021,Yes,,BMW 328i,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_front_corner_3, front_bumper, right_front_corner_3",UNK,
86,6/3/2021,5:52,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Laguna Street at Vallejo Street in San Francisco was involved in a collision. While in manual mode, the Waymo AV test driver stopped at the four-way stop sign intersection on Laguna Street at Vallejo Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV was traveling 0 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle left the scene before exchanging information. No injuries were reported at the scene.",No,Chrysler,Pacifica,2017,No,,Toyota Prius,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
87,6/4/2021,1:18,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode southbound on Jones Street at Ellis Street in San Francisco when a cyclist fell while passing between the Waymo AV and another vehicle. The Waymo AV test driver was traveling approximately 15 MPH and then gradually slowed and came to a stop for a passenger vehicle in its lane making a right turn onto Ellis Street. A cyclist following the Waymo AV at approximately 19 MPH then attempted to pass the Waymo AV on the left side and travel between the Waymo AV’s driver’s side and a faster-moving passenger vehicle in the left adjacent lane. As the cyclist attempted to overtake the Waymo AV and was in turn being overtaken by the adjacent passenger vehicle, the cyclist fell between the two vehicles. As the bicycle was falling, the bicycle’s front tire appears to have made contact with the rear driver’s side wheel of the Waymo AV, and the cyclist appears to have made contact with the side of the other passenger vehicle in the left adjacent lane. The Waymo AV sustained no damage. The passenger vehicle did not stop and left the scene. The cyclist was transported from the scene and reportedly treated for potential head injuries.",No,Jaguar,I-Pace,2021,Yes,,Bicycle,,Yes,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,Not specified,NONE,
88,6/11/2021,7:07,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode westbound on Euclid Avenue in San Francisco when it was involved in a collision. The test driver failed to properly navigate a roundabout median at Collins Street and made contact with it at approximately 28 MPH. The Waymo AV sustained moderate damage to its front bumper and undercarriage, and the median sustained minor damage. No injuries were reported at the scene.",No,Jaguar,I-Pace,2021,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,other_c,"left_front_corner_1, left_front_corner_3, front_bumper, right_front_corner_3, front_driver_side_3",UNK,
89,6/16/2021,5:48,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode at the intersection of McAllister Street and Larkin Street in San Francisco when it was involved in a collision. The Waymo AV was initially traveling eastbound on McAllister Street in autonomous mode, approaching the intersection at Larkin Street. When the Waymo AV reached the near-side crosswalk in the dedicated left turn lane, it came to a complete stop at the red traffic light. When the traffic light turned green, the Waymo AV moved forward slightly, partially entering the crosswalk, to begin staging for the turn, yielding to oncoming traffic and other road users. While waiting for an adequate clearance in traffic, the traffic light turned yellow. The Waymo AV remained stopped, declining to proceed into the intersection and make the left turn. While the AV was still stopped, the test driver took over manual control and proceeded to make the left turn. About 4 seconds later, the manually driven Waymo AV made contact with an individual riding a motorized scooter who had entered the crosswalk from the sidewalk at about 10 MPH against both vehicle and pedestrian traffic signals. The motorized scooter was traveling about 6 MPH and the Waymo AV was traveling about 7 MPH at the time of contact. The Waymo AV sustained minor damage to its front license plate. The individual on the motorized scooter appeared to have sustained unknown soft tissue injuries, but left the scene independently.",No,Jaguar,I-Pace,2021,Yes,,Motorized Scooter,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_bumper,MINOR,
90,6/25/2021,9:50,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in autonomous mode at the intersection of Brannan Street and Division Street in San Francisco when it was involved in a collision. The Waymo AV was stopped in traffic for a red traffic light on southbound Brannan Street at Division Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately less than 1 MPH. The Waymo AV was stationary. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle left the scene before exchanging information. No injuries were reported at the scene.",Yes,Jaguar,I-Pace,2021,No,,BMW 5-Series,,Yes,"weather_e_1, weather_e_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
91,6/26/2021,12:35,PM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in autonomous mode on westbound 21st Street heading toward Shotwell Street in San Francisco when it was involved in a collision. The Waymo AV was stopped behind a passenger vehicle that was double-parked and also was yielding to an oncoming passenger vehicle traveling eastbound on 21st Street. As the oncoming passenger vehicle approached the Waymo AV, it made contact with the Waymo AV’s front bumper at approximately 4 MPH. The Waymo AV was stationary. The Waymo AV sustained minor damage to its front bumper. The passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",Yes,Jaguar,I-Pace,2021,No,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_3,MINOR,
92,7/9/2021,2:40,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Bush Street and Grant Avenue. The Waymo AV was stopped in traffic while in autonomous mode when the passenger vehicle approached from behind while changing lanes. The passenger vehicle struck the rear of the stopped Waymo AV traveling at 5.5 miles per hour and left the scene. The left rear bumper of the Waymo AV sustained minor damage.",Yes,Jaguar,I-Pace,2021,No,,Toyota Corolla,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,UNK,
93,7/12/2021,3:30,AM,"San Francisco, San Francisco","On July 12, 2021 at 3:10 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) was in a collision involving a van at Broadway and Gough Street in San Francisco. The Waymo AV, while in autonomous mode, was waiting to make a left turn and yielding to oncoming traffic, when the test driver (in the driver’s seating position) transitioned to manual mode and proceeded with a left turn manually. During the left turn, an approaching van struck the right side of the Waymo AV. At the time of the impact, the Waymo AV was in manual mode.",No,Chrysler,Pacifica,2017,Yes,,Chevrolet Express,2006,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_3,MINOR,
94,7/14/2021,4:47,AM,"San Francisco, San Francisco","On July 14, 2021 at 4:47 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) was proceeding straight westbound on Clement Street in San Francisco, when a passenger vehicle struck the Waymo AV from behind two times. The passenger vehicle then struck the Waymo AV a third time, on the left side of the Waymo AV, as it passed on the left, then immediately fled the scene. The San Francisco Police Department is investigating the event as a criminal act. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). ",Yes,Jaguar,I-Pace,2021,Yes,,Nissan Rouge,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, right_rear_3, left_rear_2, left_rear_passenger_1, left_rear_passenger_3, front_driver_side_1",UNK,
95,8/1/2021,4:48,AM,"San Francisco, San Francisco","On August 1, 2021 at 4:48 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was struck by a bicycle at Cabrillo Street and 23rd Avenue. The Waymo AV had stopped at a stop sign on Cabrillo Street and, when the intersection was clear, began to proceed westbound through the intersection with 23rd Avenue. At approximately the same time, a cyclist traveling northbound ran the stop sign on 23rd Avenue, began to turn right onto Cabrillo Street but immediately veered left to continue northbound across the crosswalk on Cabrillo Street, where it struck the rear driver’s side of the Waymo AV. The cyclist stayed upright and immediately rode away, continuing northbound on 23rd Avenue. The bicycle caused minor scratches and marks on the rear driver’s side bumper of the Waymo AV. The Waymo AV was operating with a driver (in the driver’s seating position), who transitioned the vehicle from autonomous to manual mode approximately 1 second before the impact occurred. At the time of impact, the Waymo AV was in manual mode.",No,Jaguar,I-Pace,2021,No,,,,No,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,left_rear_2,MINOR,
96,8/5/2021,12:41,PM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a parked vehicle on the 200 block of Parnassus Avenue. While operating in manual mode, the operator of the Waymo vehicle was attempting to enter the adjacent travel lane from a parallel parked position on the right-hand edge of the street, when they made contact with the rear of a vehicle parked directly in front of the Waymo vehicle. The Waymo vehicle sustained minor damage to the front bumper and sensor casing. The other party’s vehicle sustained minor scratches and denting to the rear bumper.",No,Jaguar,I-Pace,2021,Yes,,Hyundai Elantra Limited,,No,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_b_1, roadway_b_2",Not specified,front_bumper,MINOR,
97,8/14/2021,10:11,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a parked vehicle at Alabama Street at 24th Street. While operating in manual mode, the Waymo AV was driving southbound on Alabama Street and nearing the intersection at 24th Street. While navigating the narrow roadway with an oncoming vehicle, the Waymo AV made contact with a parked vehicle on the right side of the road causing minor scrapes to both vehicles. ",No,Jaguar,I-Pace,2021,Yes,,Ford Edge,2008,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_3,MINOR,
98,8/21/2021,3:24,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a vehicle at Scott Street and Sacramento Street. While operating in autonomous mode, the Waymo AV was stopped at a stop sign intersection yielding to a pedestrian in the crosswalk as a passenger vehicle arrived at the intersection from the left.  Once the pedestrian cleared the crosswalk, the Waymo AV started to proceed at the same time as the passenger vehicle to the left. The driver of the Waymo AV transitioned into manual mode, bringing the vehicle to a stop and the passenger vehicle behind the AV accelerated into the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. ",No,Jaguar,I-Pace,2021,No,,Nissan SUV,,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
99,8/27/2021,4:15,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Presidio Avenue and Bush Street. The Waymo AV was stopped at a red light in autonomous mode when the passenger vehicle behind the AV made contact with the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. The passenger vehicle appeared to sustain minor scuffing or no damage.",Yes,Jaguar,I-Pace,2021,No,,Toyota PK,2003,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, left_rear_1, rear_bumper",MINOR,
100,10/1/2021,3:51,AM,"San Francisco, San Francisco","On October 1, 2021 at 3:51 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV at John F. Kennedy Drive at Stanyan Street. The Waymo AV was traveling in autonomous mode westbound on Fell Street / John F. Kennedy Drive when it stopped for pedestrians who were in a crosswalk and between the westbound and eastbound lanes of John F. Kennedy Drive. An SUV following behind the Waymo AV struck the rear of the Waymo AV. The Waymo AV sustained minor damage to its rear bumper and trunk, and the SUV sustained minor damage to its front bumper and hood. The Waymo AV test driver later reported lower back pain.",Yes,Jaguar,I-Pace,2021,No,, Chevrolet Truck Blazer 4D ,2019,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
101,12/19/2021,10:30,AM,"San Francisco, San Francisco","On December 19, 2021 at 10:30 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at Fulton Street and 5th Avenue.At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV was stopped facing southwest on Fulton Street while yielding to pedestrians in a crosswalk when a passenger vehicle reversed at a low speed from an adjacent driveway into the right rear bumper of the Waymo AV. Both vehicles sustained minor damage.",Yes,Jaguar,I-Pace,2021,No,,BMW SUV,2016,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_3,MINOR,
102,12/22/2021,12:35,PM,"San Francisco, San Francisco","On December 22, 2021 at 12:35 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Cesar Chavez and Valencia Street. While traveling in manual mode at approximately 25 MPH on westbound Cesar Chavez, the Waymo AV proceeded through a green light into the intersection at Valencia Street. A passenger vehicle traveling southbound on Valencia Street with no headlights on entered the same intersection against the light, making contact with the Waymo AV at approximately 14 MPH. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained moderate damage to the passenger side rear quarter panel. The other vehicle left the scene without exchanging information.",No,Jaguar,I-Pace,2021,Yes,,,,Yes,"weather_c_1, weather_c_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_b_1, roadway_b_2",Not specified,"right_rear_3, right_rear_passenger_2",UNK,
103,5/23/2021,2:42,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling northbound on Sanchez Street at 16th Street in San Francisco was involved in a collision. While in autonomous mode, the Waymo AV was stationary for a red light when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 7 MPH. The Waymo AV was traveling 0 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",Yes,Jaguar,I-Pace,2021,No,,Honda Fit,2016,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_1,MINOR,
104,9/22/2021,4:29,AM,"San Francisco, San Francisco","On September 22, 2021 at 4:29 AM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a passenger vehicle at Lombard Street and Scott Street. The Waymo AV was stopped at a red light facing west on Lombard Street in manual mode. A passenger vehicle approaching the rear of the Waymo AV at approximately 26 miles per hour collided with the right rear bumper of the vehicle. Both vehicles sustained major damage. Occupants of the Waymo vehicle reported soreness in their shoulders after leaving the scene.",No,Jaguar,I-Pace,2021,No,,Ford,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, rear_bumper",MAJOR,
