accident_id,date,time,am_pm,location,description,autonomous_mode,vehicle_1_make,vehicle_1_model,vehicle_1_year,vehicle_1_moving,vehicle_2_make,vehicle_2_model,vehicle_2_year,vehicle_2_moving,weather_conditions,road_conditions,lighting_conditions,roadway_surface,associated_factors,impact_points,vehicle_damage,Unnamed: 22,ground_truth
75,7/12/2019,5:00,AM,"Milpitas, Alameda","A Pony.ai autonomous vehicle (""Pony AV"") in autonomous mode was stopped at a red light at the intersection of Dixon Landing Road and California Circle. While stopped at the red light, the Pony AV's safety driver noticed that the reverse lights of the vehicle directly in front of the Pony AV (""Vehicle 2"") were on. The Pony AV's safety driver disengaged autonomous mode, observed that there were no vehicles directly behind it, and reversed 20-30 feet as a precaution. When the traffic light turned green, Vehicle 2 accelerated while still in reverse toward the Pony AV.  Vehicle 2 came to a complete stop about 4 feet from the Pony AV's front bumper. After about 2 seconds, however, Vehicle 2 continued to reverse in the direction of the Pony AV, resulting in contact between the two vehicles. The contact caused minor scratches to both vehicles. The Pony AV's safety driver and the driver of Vehicle 2 pulled over at a nearby parking lot and exchanged information. There were no injuries reported and the police were not called.",No,Lincoln,MKZ,2018,No,,Civic LX,2011,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_bumper,MINOR,,Vehicle 1 (AV Operator): 100%
76,1/26/2019,3:24,AM,"Mountain View, Santa Clara","Per the DMV's request of 02/21/2019, Waymo is resubmitting this OL316 so the DMV's digital version is compliant with accessibility requirements under AB 434. Waymo's original report was submitted on 01/31/2019.

A Waymo Autonomous Vehicle (“Waymo AV”) in manual mode was yielding to check for cross traffic while in the slip lane to turn from southbound Shoreline Boulevard to westbound El Camino Real in Mountain View when it was rear-ended by a passenger vehicle. The Waymo AV sustained minor damage to the rear left of the vehicle, and the passenger vehicle had minor damage to the front right of the vehicle. No injuries were reported.",No,Chrysler,Pacifica,2017,No,,Toyota RAV4,2014,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,,Vehicle 2: 100%
77,2/6/2019,9:08,AM,"Mountain View, Santa Clara","Per the DMV's request of 02/21/2019, Waymo is resubmitting this OL316 so the DMV's digital version is compliant with accessibility requirements under AB 434. Waymo's original report was submitted on 02/14/2019.

A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode in the slip-lane from northbound Shoreline Boulevard to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV was yielding to approaching traffic from the left when a passenger vehicle rear-ended the Waymo AV while travelling approximately 4 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle had minor damage to its front bumper. No injuries were reported at the scene but the two operators in the Waymo AV later reported minor headache and neck soreness. They sought medical attention and both were cleared to return to work.",Yes,Chrysler,Pacifica,2017,No,,Lexus IS250,2007,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_e,"left_rear_1, rear_bumper",MINOR,,Vehicle 2: 100%
78,2/10/2019,4:14,AM,"Mountain View, Santa Clara","Per the DMV's request of 02/21/2019, Waymo is resubmitting this OL316 so the DMV's digital version is compliant with accessibility requirements under AB 434. Waymo's original report was submitted on 02/19/2019.

A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in autonomous mode in the far right lane on southbound Highway 85 passing El Camino Real in Mountain View. A passenger vehicle entered the highway from El Camino Real and made an unsafe maneuver by crossing over a solid white line and cutting-in to the Waymo AV’s lane. Out of an abundance of caution, the Waymo AV’s test driver disengaged the autonomous mode on the Waymo AV and made an evasive maneuver into the left adjacent lane at approximately 45 MPH. As the test driver made the maneuver, the Waymo AV came into contact with a second passenger vehicle that had been approaching from behind in the left adjacent lane. The Waymo AV sustained minor damage and tire marks to the driver side of the vehicle, and the second passenger vehicle sustained no damage. The driver of the second passenger vehicle stopped to exchange information with the Waymo test driver, but after volunteering that there was no damage to their vehicle, left the scene. The first passenger vehicle did not stop. There were no injuries reported.",No,Chrysler,Pacifica,2017,Yes,,Chevrolet Traverse,UNK,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_i,"front_driver_side_1, left_rear_passenger_3, front_driver_side_3, left_rear_2, left_rear_passenger_1",MINOR,,Vehicle 1 (AV Operator): 100%
79,2/26/2019,6:56,AM,"Los Altos, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode at the intersection of Miramonte Avenue and Covington Road in Los Altos when it was involved in a collision. The Waymo AV was traveling northbound on Miramonte Avenue, when it reached a four-way stop sign intersection. The Waymo AV stopped to yield to another vehicle at the intersection, at which time a passenger vehicle rear-ended the Waymo AV at approximately 39 MPH. At the time of the collision the Waymo AV had been stopped for approximately 1.5 seconds. The Waymo AV sustained major damage to its rear bumper, rear hatch, and rear quarter panels, and the passenger vehicle sustained major damage to its front bumper, hood, and front quarter panels. First responders attended to the scene, but neither party reported injuries.",Yes,Chrysler,Pacifica,2017,No,,Mazda 3,2011,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_b_1, lighting_b_2","roadway_b_1, roadway_b_2",Not specified,"left_rear_1, rear_bumper, right_rear_1, right_rear_3, left_rear_2",MAJOR,,Vehicle 2: 100%
80,3/26/2019,9:09,AM,"Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode when it was involved in a collision at the intersection of E. Charleston Road and San Antonio Road in Palo Alto. The Waymo AV was traveling eastbound on E. Charleston Road in manual mode when the test driver made a lane change from the middle lane to the adjacent right lane. As the test driver completed the lane change, the test driver braked before the intersection as the traffic light at San Antonio Road changed from yellow to red. A passenger vehicle then rear-ended the Waymo AV at approximately 15 MPH. The Waymo AV sustained minor damage to the passenger side of the rear bumper, and the passenger vehicle sustained minor damage to the driver side of the front bumper. No injuries were reported at the scene.",No,Chrysler,Pacifica,2017,Yes,,Scion xA,2006,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_b_1, roadway_b_2",Not specified,"rear_bumper, right_rear_1",MINOR,,Vehicle 2: 100%
81,5/15/2019,6:08,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) in autonomous mode was yielding to check for cross traffic while in the slip lane to turn from southbound Shoreline Boulevard to westbound El Camino Real in Mountain View when it was rear-ended by a passenger vehicle at approximately 5 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle had minor damage to its front bumper. The two Waymo AV operators reported neck/back pain but declined medical attention at the scene.",Yes,Chrysler,Pacifica,2017,No,,Mazda B2300,1997,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,,Vehicle 2: 100%
82,5/22/2019,5:23,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) in autonomous mode was yielding to check for cross traffic while in the slip lane to turn from northbound Whisman Station Drive to southbound S. Whisman Road in Mountain View when it was rear-ended by a passenger vehicle at approximately 7 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle had minor damage to its front bumper. There were no injuries reported at the scene.",Yes,Chrysler,Pacifica,2017,No,, Lexus IS350,2015,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,,Vehicle 2: 100%
83,5/29/2019,4:07,AM,"Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) in autonomous mode was stopped in traffic while in the leftmost lane on southbound San Antonio Road headed toward Charleston Road in Palo Alto when it was rear-ended by a passenger vehicle maneuvering into the Waymo AV’s lane at approximately less than 1 MPH. The Waymo AV sustained minor scratches to its rear sensor, and the passenger vehicle left the scene. There were no injuries reported at the scene.",Yes,Chrysler,Pacifica,2017,No,,Honda Civic,UNK,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,,Vehicle 2: 100%
84,6/16/2019,11:30,AM,"Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on the off-ramp from westbound Alma Street to southbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 5 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle left the scene without stopping or exchanging information. The Waymo AV driver complained of neck, back, and nose pain and was treated at the scene by emergency responders. ",Yes,Chrysler,Pacifica,2017,No,,Honda Accord,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_e,"left_rear_1, rear_bumper",MINOR,,Vehicle 2: 100%
85,7/8/2019,3:10,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on southbound Escuela Avenue at El Camino Real in Mountain View when it was side-swiped. The Waymo AV was stopped in traffic at a red light when a passenger vehicle attempted to pass the Waymo AV on the right, and made contact with a sensor on the Waymo AV’s passenger side front fender at approximately 1 MPH. The Waymo AV’s sensor housing sustained a minor scratch, and the passenger vehicle sustained a minor scratch to its driver side mirror. There were no injuries reported at the scene. ",Yes,Chrysler,Pacifica,2017,No,,Toyota 86,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_passenger_side_4,MINOR,,Offending Vehicle: 100%
86,8/9/2019,7:45,AM,"Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was in autonomous mode on the off-ramp from eastbound Alma Street to southbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV was traveling approximately less than 1 MPH and yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 5 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle sustained minor damage to its front bumper. There were no injuries reported at the scene. ",Yes,Chrysler,Pacifica,2017,Yes,,Subaru Outback,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_e,"left_rear_1, rear_bumper",MINOR,,Undetermined
87,8/9/2019,9:56,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on southbound N. Shoreline Boulevard at W. Middlefield Road in Mountain View when a bicyclist made contact with the side of the Waymo AV. The Waymo AV was traveling in the far right lane on N. Shoreline Boulevard and slowing for a red light at W. Middlefield Road, when a bicyclist began to cross all lanes of traffic from the east side of N. Shoreline Boulevard to the west side of the boulevard, in a diagonal manner, against the flow of traffic. As the bicyclist approached the Waymo AV, the Waymo AV began braking for the bicyclist. As the Waymo AV came to a stop, the bicyclist then made contact with the driver’s side rear quarter panel of the Waymo AV at approximately 8 MPH. The Waymo AV sustained minor scratches to the driver’s side rear taillight, and the bicyclist, remaining upright, appeared to sustain no damage or injuries as they cycled away from the scene without exchanging information.",Yes,Chrysler,Pacifica,2017,No,,Bicycle,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,,Vehicle 2: 100%
88,8/12/2019,8:15,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was in autonomous mode on northbound S. Rengstorff Avenue at Crisanto Avenue in Mountain View when it was rear-ended. After starting to proceed following a red-to-green traffic light change, the Waymo AV yielded to a bicyclist who merged from the bike lane into the Waymo AV’s travel lane, and a passenger vehicle then made contact with the rear bumper of the Waymo AV. The passenger vehicle was traveling at approximately 8 MPH, and the Waymo AV was traveling at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. There were no injuries reported at the scene.",Yes,Chrysler,Pacifica,2017,Yes,,Subaru Forester,2016,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper, right_rear_1",MINOR,,Undetermined
89,8/13/2019,4:31,AM,"Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in manual mode in the sliplane from southbound Page Mill Road to northbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV test driver was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 12 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. The Waymo AV test driver and co-driver both reported head and neck pain, but declined medical treatment at the scene. No other injuries were reported. ",No,Chrysler,Pacifica,2017,No,,Nissan Sentra,2009,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper",MINOR,,Vehicle 2: 100%
90,9/14/2019,2:12,AM,"Los Altos, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode in a grocery store parking lot in Los Altos when a passenger vehicle reversed into it. Three passengers were exiting the Waymo AV when the passenger vehicle in the right adjacent parking spot began to reverse out of the parking spot and made contact with the Waymo AV’s passenger side rear quarter panel at approximately 1 MPH. The Waymo AV sustained minor damage to its passenger side sliding rear door and rear quarter panel, and the passenger vehicle sustained minor damage to its rear bumper. No injuries were reported. ",Yes,Chrysler,Pacifica,2017,No,,Hyundai Ioniq,2019,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_3, right_rear_passenger_2",MINOR,,Vehicle 2: 100%
91,10/10/2019,12:58,PM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode in traffic at a red light on southbound Rengstorff Avenue at Central Expressway in Mountain View when it was rear-ended by a passenger vehicle. The passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 1 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported. ",Yes,Chrysler,Pacifica,2017,No,,Toyota Sienna,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper",MINOR,,Vehicle 2: 100%
92,10/14/2019,9:03,AM,"Los Altos, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on westbound Cuesta Drive at S. San Antonio Road in Los Altos when it was rear-ended.  The Waymo AV was preparing to make a right-on-red from Cuesta Drive onto northbound S. San Antonio Road and was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV's rear bumper at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained no damage to its front bumper. No injuries were reported. ",Yes,Chrysler,Pacifica,2017,No,,Nissan NV200S,2019,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,,Vehicle 2: 100%
93,10/16/2019,7:45,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on northbound Distel Drive at El Camino Real in Los Altos when it was rear-ended. The Waymo AV was preparing to make a right-on-red from Distel Drive onto eastbound El Camino Real and was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 1 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported. ",Yes,Chrysler,Pacifica,2017,No,,BMW X3,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,,Vehicle 2: 100%
94,10/18/2019,10:30,AM," Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on the interchange from eastbound Alma Street merging onto southbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 8 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle sustained minor damage to its front bumper. There were no injuries reported at the scene; the Waymo test driver later reported dizziness but declined medical attention. ",Yes,Chrysler,Pacifica,2017,No,,Toyota Prius,2012,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_e,"left_rear_1, rear_bumper",MINOR,,Vehicle 2: 100%
95,10/19/2019,9:40,AM,"Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was parked in manual mode in a coffee shop parking lot in Palo Alto when a passenger vehicle reversed into it. The Waymo AV was unattended when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle left the scene without exchanging information.",No,Chrysler,Pacifica,2017,No,,Tesla Model S,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,,Vehicle 2: 100%
96,10/28/2019,7:43,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode in the slip lane from southbound Whisman Station Drive to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 11 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. The Waymo AV test driver and Waymo passenger in the vehicle both reported neck pain, but declined medical treatment at the scene. No other injuries were reported.",Yes,Chrysler,Pacifica,2017,No,,Honda Accord,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_b_1, lighting_b_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper, right_rear_1",MINOR,,Vehicle 2: 100%
97,10/28/2019,10:47,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was in autonomous mode and beginning to proceed at a green traffic light to turn left from northbound Castro Street to northbound Central Expressway in Mountain View when it was rear-ended at approximately 6 MPH by a passenger vehicle. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle left the scene without exchanging information. There were no injuries reported at the scene.",Yes,Chrysler,Pacifica,2017,No,,Porsche Panamera,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper",MINOR,,Vehicle 2: 100%
98,11/4/2019,6:22,AM," Palo Alto, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in manual mode on the interchange from eastbound Alma Street about to merge onto southbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 1 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle sustained no damage. There were no injuries reported at the scene. ",No,Chrysler,Pacifica,2017,No,,BMW 535i,2015,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",other_e,rear_bumper,MINOR,,Vehicle 2: 100%
99,12/20/2019,9:13,AM,"Mountain View, Santa Clara","A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in manual mode in the slip lane from southbound Whisman Station Drive to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV test driver was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",No,Chrysler,Pacifica,2017,No,,Mercedes-Benz C300,2015,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,Not Autonomous Vehicle's fault,Vehicle 2: 100%
100,6/11/2019,11:16,AM,"San Francisco, San Francisco","A Zoox vehicle, operating in conventional mode, was coming to a stop at the Grant Ave. and Union St. intersection and traveling less than 2mph, when it was struck on its front bumper by a bicyclist. The Zoox vehicle was traveling northbound on the one-way street when the bicyclist turned left from Union St. onto Grant Ave. and rode into the Zoox vehicle. The bicyclist's left turn caused the bicyclist to travel in the wrong direction on the one-way street. After contact, the cyclist continued traveling southbound (against the one-way) on Grant Ave. despite attempts to get the bicyclist's attention in order to exchange information.",No,Toyota,Highlander,2016,Yes,,Bicycle,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,,Undetermined
101,6/19/2019,11:18,AM,"San Francisco, San Francisco","A Zoox vehicle, operating in manual mode, was traveling southbound on Mason Street at less than 3mph when a cyclist, traveling westbound on Sutter Street at a red light, cycled into the rear end of the Zoox vehicle. The incident occurred when the Zoox vehicle proceeded toward the intersection of Mason and Sutter, the cyclist entered Mason Street against the one-way onto the crosswalk to pass behind the Zoox vehicle. The cyclist then clipped the left rear side of the Zoox vehicle. After contact, the cyclist did not stop to exchange information and continued traveling westbound on Sutter Street.",No,Toyota,Highlander,2016,Yes,,Bicycle,,Yes,"weather_b_1, weather_b_2",Not specified,"lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,Not Autonomous Vehicle's fault,Offending Vehicle: 100%
102,7/23/2019,8:50,AM,"San Francisco, San Francisco","The Zoox vehicle, traveling southbound on Hyde St. at the Union St. intersection, was in conventional mode and waiting (stationary) to make the left turn from Hyde St. onto Union St. The Zoox vehicle had stopped to yield to an oncoming truck. The truck continued northbound on Hyde Street, and as it passed the Zoox vehicle, its driver-side mirror grazed the driver-side mirror of the Zoox vehicle.",No,Toyota,Highlander,2016,No,,Pickup Truck,,Yes,"weather_a_1, weather_a_2",Not specified,"lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,front_driver_side_3,MINOR,,Undetermined
103,10/11/2019,12:10,PM,"San Francisco, San Francisco","The stationary Zoox vehicle was in autonomous mode heading northbound on Union St. Contact occurred when the Zoox vehicle was stopped at a stop sign at the intersection of Union St. and Grant St., when it was rear-ended by an electric scooter. The scooter was following closely behind the Zoox vehicle and the scooter driver was not focused on the Zoox vehicle in front of it, when the scooter's front tire made contact with the rear bumper of the Zoox vehicle.  There were no injuries. ",Yes,Toyota,Highlander,2016,No,,Genza 2.0f electric scooter,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,NONE,,Vehicle 2: 100%
104,10/12/2019,2:00,AM,"San Francisco, San Francisco","The stationary Zoox vehicle was in autonomous mode at the stop sign on Polk St. heading northbound towards Green St. The Zoox vehicle moved forward slightly, then slowed down in caution to a pedestrian on its left and potential oncoming vehicles when the driver of the vehicle behind the Zoox vehicle made contact with the rear bumper of the Zoox vehicle.  There were no injuries.",Yes,Toyota,Highlander,2016,No,,BMW 328 IX,2011,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,NONE,,Vehicle 2: 100%
105,11/22/2019,11:11,AM,"San Francisco, San Francisco","The Zoox vehicle(1) was in conventional mode traveling southbound on 5th Street and making a protected left turn with green arrow ontoFolsom Street. The other party's vehicle(2), while being pursued by members of the San Francisco Police Department, illegally entered theintersection from the opposite direction of travel on 5th Street at a high rate of speed and collided with the front/driver's side corner of theZoox vehicle(1). The force of the impact deployed all front airbags of the Zoox vehicle(1). Both occupants of the Zoox vehicle(1)complained of minor injuries, but declined ambulance transportation.",No,Toyota,Highlander,2016,Yes,,Infinity M35,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_front_corner_3, right_front_corner_3, front_bumper",UNK,Not Autonomous Vehicle's fault,Undetermined
106,12/19/2019,9:45,AM,"San Francisco, San Francisco","On December 19, 2019 at approximately 9:44AM, a Zoox vehicle operating in manual mode was struck on the passenger side fender by a bus. The Zoox vehicle was traveling north on Kearny in the right most lane when the bus attempted to lane change in front of the Zoox vehicle, impacting its front passenger side sensors and fender. The bus was traveling less than 2mph when it hit the Zoox vehicle, which was stopped. There were no injuries.",No,Toyota,Highlander,2016,Yes,,Ford,2014,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_front_corner_3, right_front_corner_2",UNK,Not Autonomous Vehicle's fault,Vehicle 2: 100%
107,12/20/2019,9:00,AM,"San Francisco, San Francisco","On December 20, 2019 at approximately 9:00AM, a stationary Zoox vehicle operating in manual mode was struck on its rear drivers' side by another vehicle traveling <10mph. The Zoox vehicle was traveling north on Kearny making a right onto Jackson. The Zoox vehicle was stopped while yielding to a pedestrian crossing Jackson. The vehicle directly behind the Zoox vehicle drove around the left side of the Zoox vehicle in an attempt to pass, clipping the left rear sensors with it's passenger side side-view mirror. There were no injuries.",No,Toyota,Highlander,2016,Yes,,HONDA CIVIC LX,2017,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, left_rear_2",UNK,Not Autonomous Vehicle's fault,Undetermined
